INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172055491,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,25,,7/9/17 20:23,2017,7,Sunday,20,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172003905,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,1/14/17 19:00,2017,1,Saturday,19,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I152062088,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A7,25,,7/26/15 22:30,2015,7,Sunday,22,Part Two,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I152062088,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A7,25,,7/26/15 22:30,2015,7,Sunday,22,Part Two,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172046570,1402,Vandalism,VANDALISM,A7,25,,6/11/17 21:28,2017,6,Sunday,21,Part Two,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I162105358,1402,Vandalism,VANDALISM,A7,26,,12/27/16 17:45,2016,12,Tuesday,17,Part Two,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I162036281,1402,Vandalism,VANDALISM,A7,25,,5/9/16 23:00,2016,5,Monday,23,Part Two,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I162000550,1402,Vandalism,VANDALISM,A7,25,,1/1/16 16:00,2016,1,Friday,16,Part Two,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172011579,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,2/12/17 13:58,2017,2,Sunday,13,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I162101615,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,12/13/16 17:31,2016,12,Tuesday,17,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I162042936,1107,Fraud,FRAUD - IMPERSONATION,A7,14,,6/1/16 9:20,2016,6,Wednesday,9,Part Two,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162093730,3115,Investigate Person,INVESTIGATE PERSON,A7,14,,11/16/16 8:13,2016,11,Wednesday,8,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162044809,3115,Investigate Person,INVESTIGATE PERSON,A7,14,,6/4/16 12:50,2016,6,Saturday,12,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I172004118,3114,Investigate Property,INVESTIGATE PROPERTY,A7,14,,1/16/17 11:30,2017,1,Monday,11,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162088370,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,14,,10/28/16 17:20,2016,10,Friday,17,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162054349,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,14,,7/8/16 15:36,2016,7,Friday,15,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162011161,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,14,,2/11/16 9:54,2016,2,Thursday,9,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152087010,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,14,,10/20/15 1:58,2015,10,Tuesday,1,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I182001335,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,14,,1/4/18 12:00,2018,1,Thursday,12,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I172005340,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,14,,1/20/17 16:10,2017,1,Friday,16,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I172103668,3501,Missing Person Reported,MISSING PERSON,A7,14,,12/15/17 13:24,2017,12,Friday,13,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I172103415,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,14,,12/14/17 9:30,2017,12,Thursday,9,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I172098740,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,14,,11/28/17 7:14,2017,11,Tuesday,7,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162084002,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,14,,10/13/16 19:06,2016,10,Thursday,19,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152085209,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,14,,10/13/15 17:33,2015,10,Tuesday,17,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152052129,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,14,,6/24/15 2:35,2015,6,Wednesday,2,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162005248,3620,Other,REPORT AFFECTING OTHER DEPTS.,A7,14,,1/20/16 8:42,2016,1,Wednesday,8,Part Three,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152056103,2647,Other,THREATS TO DO BODILY HARM,A7,14,,7/7/15 17:15,2015,7,Tuesday,17,Part Two,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152080568,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A7,14,,9/27/15 17:36,2015,9,Sunday,17,Part Two,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152102126,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,14,,12/10/15 13:30,2015,12,Thursday,13,Part One,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152080544,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,14,,9/27/15 14:45,2015,9,Sunday,14,Part One,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I172004873,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,14,,1/19/17 8:48,2017,1,Thursday,8,Part Two,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152063900,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,14,,8/2/15 21:52,2015,8,Sunday,21,Part Two,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I162066071,1402,Vandalism,VANDALISM,A7,14,,8/16/16 7:52,2016,8,Tuesday,7,Part Two,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152064010,1402,Vandalism,VANDALISM,A7,14,,8/2/15 18:00,2015,8,Sunday,18,Part Two,HORACE ST,42.38234169,-71.01688037,"(42.38234169, -71.01688037)"
I152100234,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,15,,12/4/15 17:06,2015,12,Friday,17,Part One,CURTIS ST,42.3824301,-71.02076164,"(42.38243010, -71.02076164)"
I172102495,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,15,,12/11/17 3:30,2017,12,Monday,3,Part Three,CURTIS ST,42.3824301,-71.02076164,"(42.38243010, -71.02076164)"
I162036205,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,15,,5/9/16 20:45,2016,5,Monday,20,Part Two,CURTIS ST,42.3824301,-71.02076164,"(42.38243010, -71.02076164)"
I152061633,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,A7,15,,7/25/15 21:00,2015,7,Saturday,21,Part Two,CURTIS ST,42.3824301,-71.02076164,"(42.38243010, -71.02076164)"
I162079587,3115,Investigate Person,INVESTIGATE PERSON,A7,14,,9/28/16 12:00,2016,9,Wednesday,12,Part Three,BYRON ST,42.3824344,-71.01559874,"(42.38243440, -71.01559874)"
I172050042,3201,Property Lost,PROPERTY - LOST,A7,14,,6/22/17 14:22,2017,6,Thursday,14,Part Three,BYRON ST,42.3824344,-71.01559874,"(42.38243440, -71.01559874)"
I172094869,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,15,,11/13/17 15:05,2017,11,Monday,15,Part Three,CHAUCER ST,42.38244322,-71.02200186,"(42.38244322, -71.02200186)"
I162033563,1402,Vandalism,VANDALISM,A7,15,,4/29/16 17:30,2016,4,Friday,17,Part Two,CHAUCER ST,42.38244322,-71.02200186,"(42.38244322, -71.02200186)"
I152050091,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,16,,6/17/15 0:00,2015,6,Wednesday,0,Part Three,CONDOR ST,42.38245791,-71.0287922,"(42.38245791, -71.02879220)"
I182009921,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,16,,2/6/18 22:14,2018,2,Tuesday,22,Part Three,CONDOR ST,42.38245791,-71.0287922,"(42.38245791, -71.02879220)"
I172028670,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,16,,4/13/17 4:12,2017,4,Thursday,4,Part Three,CONDOR ST,42.38245791,-71.0287922,"(42.38245791, -71.02879220)"
I172019106,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,16,,3/10/17 15:49,2017,3,Friday,15,Part Two,CONDOR ST,42.38245791,-71.0287922,"(42.38245791, -71.02879220)"
I172107175,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,12/29/17 17:22,2017,12,Friday,17,Part Three,CONDOR ST,42.38245791,-71.0287922,"(42.38245791, -71.02879220)"
I162043217,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,16,Y,6/2/16 0:41,2016,6,Thursday,0,Part One,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172072853,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,16,,9/2/17 18:15,2017,9,Saturday,18,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172017936,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A7,16,,3/6/17 17:05,2017,3,Monday,17,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172017936,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,16,,3/6/17 17:05,2017,3,Monday,17,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172017936,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,16,,3/6/17 17:05,2017,3,Monday,17,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172017936,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,16,,3/6/17 17:05,2017,3,Monday,17,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I162087562,1815,Drug Violation,DRUGS - POSSESSION,A7,16,,10/25/16 18:12,2016,10,Tuesday,18,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I162007468,1846,Drug Violation,DRUGS - POSS CLASS E,A7,16,,1/28/16 14:23,2016,1,Thursday,14,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I162088775,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,16,,10/30/16 7:56,2016,10,Sunday,7,Part One,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I162034804,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,16,,5/5/16 7:52,2016,5,Thursday,7,Part One,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I162007468,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,A7,16,,1/28/16 14:23,2016,1,Thursday,14,Part Two,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I152077203,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,16,,9/16/15 22:49,2015,9,Wednesday,22,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172053229,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,16,,7/2/17 1:00,2017,7,Sunday,1,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I152053722,3208,Property Lost,PROPERTY - MISSING,A7,16,,6/26/15 20:30,2015,6,Friday,20,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172010935,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,2/9/17 0:20,2017,2,Thursday,0,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172072865,3125,Warrant Arrests,WARRANT ARREST,A7,16,,9/2/17 18:15,2017,9,Saturday,18,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172072864,3125,Warrant Arrests,WARRANT ARREST,A7,16,,9/2/17 18:15,2017,9,Saturday,18,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172072863,3125,Warrant Arrests,WARRANT ARREST,A7,16,,9/2/17 18:15,2017,9,Saturday,18,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I172072862,3125,Warrant Arrests,WARRANT ARREST,A7,16,,9/2/17 18:15,2017,9,Saturday,18,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I152051674,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,16,,6/22/15 16:59,2015,6,Monday,16,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I182008135,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,16,,1/18/18 17:00,2018,1,Thursday,17,Part Two,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162084412,3115,Investigate Person,INVESTIGATE PERSON,A7,16,,10/15/16 8:56,2016,10,Saturday,8,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162070197,619,Larceny,LARCENY ALL OTHERS,A7,16,,8/28/16 2:00,2016,8,Sunday,2,Part One,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172017823,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,16,,3/5/17 22:00,2017,3,Sunday,22,Part One,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172026248,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,16,,4/4/17 17:52,2017,4,Tuesday,17,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172004325,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,16,,1/17/17 9:49,2017,1,Tuesday,9,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172002297,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,16,,1/9/17 14:50,2017,1,Monday,14,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162053567,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,16,,7/5/16 22:18,2016,7,Tuesday,22,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162047239,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,16,,6/15/16 7:25,2016,6,Wednesday,7,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162012598,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,16,,2/17/16 1:00,2016,2,Wednesday,1,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172104333,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,16,,12/18/17 1:00,2017,12,Monday,1,Part One,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172094357,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,16,,11/11/17 11:00,2017,11,Saturday,11,Part Two,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172082407,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,10/3/17 11:22,2017,10,Tuesday,11,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162072367,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,9/5/16 13:40,2016,9,Monday,13,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162067711,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,8/21/16 8:49,2016,8,Sunday,8,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172091313,1402,Vandalism,VANDALISM,A7,16,,11/1/17 10:48,2017,11,Wednesday,10,Part Two,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172020740,1402,Vandalism,VANDALISM,A7,16,,3/17/17 1:38,2017,3,Friday,1,Part Two,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172020740,1415,Vandalism,GRAFFITI,A7,16,,3/17/17 1:38,2017,3,Friday,1,Part Two,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I162084446,1402,Vandalism,VANDALISM,A7,16,,10/15/16 9:45,2016,10,Saturday,9,Part Two,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I172094335,3301,Verbal Disputes,VERBAL DISPUTE,A7,16,,11/11/17 11:52,2017,11,Saturday,11,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I182004086,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,14,,1/16/18 8:33,2018,1,Tuesday,8,Part Three,BENNINGTON ST,42.3825855,-71.01838282,"(42.38258550, -71.01838282)"
I182004086,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,A7,14,,1/16/18 8:33,2018,1,Tuesday,8,Part Two,BENNINGTON ST,42.3825855,-71.01838282,"(42.38258550, -71.01838282)"
I162073552,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7,25,,9/9/16 16:56,2016,9,Friday,16,Part Two,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I162033355,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,25,,4/29/16 20:29,2016,4,Friday,20,Part Two,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I162047524,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",A7,25,,6/15/16 21:58,2016,6,Wednesday,21,Part Three,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I162070939,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,,8/30/16 23:00,2016,8,Tuesday,23,Part One,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I152072171,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,8/31/15 2:11,2015,8,Monday,2,Part Three,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I172072667,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,25,,9/2/17 1:12,2017,9,Saturday,1,Part Two,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I172040480,3125,Warrant Arrests,WARRANT ARREST,A7,25,,5/22/17 18:25,2017,5,Monday,18,Part Three,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I172040479,3125,Warrant Arrests,WARRANT ARREST,A7,25,,5/22/17 18:25,2017,5,Monday,18,Part Three,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I162073552,3125,Warrant Arrests,WARRANT ARREST,A7,25,,9/9/16 16:56,2016,9,Friday,16,Part Three,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)"
I182004342,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,25,,1/17/18 3:23,2018,1,Wednesday,3,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172030837,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,25,,4/10/17 17:00,2017,4,Monday,17,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162098897,724,Auto Theft,AUTO THEFT,A7,25,,12/4/16 14:30,2016,12,Sunday,14,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172058779,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,25,,7/20/17 10:03,2017,7,Thursday,10,Other,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172032481,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,25,,4/26/17 13:29,2017,4,Wednesday,13,Other,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162021107,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,25,,3/18/16 11:45,2016,3,Friday,11,Other,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172106640,1001,Counterfeiting,FORGERY / COUNTERFEITING,A7,25,,12/21/17 15:14,2017,12,Thursday,15,Part Two,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172029218,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,25,,4/14/17 20:29,2017,4,Friday,20,Part Two,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162085431,1844,Drug Violation,DRUGS - POSS CLASS C,A7,25,,10/18/16 16:21,2016,10,Tuesday,16,Part Two,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162008199,2632,Evading Fare,EVADING FARE,A7,25,,1/31/16 1:15,2016,1,Sunday,1,Part Two,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162005286,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,25,,1/20/16 9:07,2016,1,Wednesday,9,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162038829,2629,Harassment,HARASSMENT,A7,25,,5/18/16 14:47,2016,5,Wednesday,14,Part Two,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172092423,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,11/4/17 21:40,2017,11,Saturday,21,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162056294,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,7/15/16 12:25,2016,7,Friday,12,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162053626,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,7/6/16 7:36,2016,7,Wednesday,7,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I182002453,3114,Investigate Property,INVESTIGATE PROPERTY,A7,25,,1/10/18 13:44,2018,1,Wednesday,13,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172039383,3114,Investigate Property,INVESTIGATE PROPERTY,A7,25,,5/19/17 5:30,2017,5,Friday,5,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172011566,617,Larceny,LARCENY THEFT FROM BUILDING,A7,25,,2/10/17 21:00,2017,2,Friday,21,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172089863,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,25,,10/27/17 16:36,2017,10,Friday,16,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172085194,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,,7/3/17 13:00,2017,7,Monday,13,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I162075291,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,,9/14/16 22:30,2016,9,Wednesday,22,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I152100247,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,,10/30/15 8:00,2015,10,Friday,8,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I182002453,3205,License Plate Related Incidents,M/V PLATES - LOST,A7,25,,1/10/18 13:44,2018,1,Wednesday,13,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172106832,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,12/28/17 3:00,2017,12,Thursday,3,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172099944,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A7,25,,12/1/17 23:10,2017,12,Friday,23,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I172068407,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,8/19/17 11:59,2017,8,Saturday,11,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
